seller_rank,seller_id,gmv_proxy,seller_share,gmv_proxy_share,cumulative_gmv_share,active_months,first_sale_month,last_sale_month
1498,48985c61529077fa4f1e38bcff0f2ed3,879.30,0.48400646,0.00006469,0.96473205,6,2017-01,2017-08
1499,e644cbadf7eeb30d0d29f335ce7d52ec,878.90,0.48432956,0.00006466,0.96479671,2,2018-07,2018-08
1500,134a288e7de827ec5ec62e3ec9c3a295,877.45,0.48465267,0.00006456,0.96486127,4,2017-05,2017-09
1501,68f86ba270525243e68ae74044f992b9,876.50,0.48497577,0.00006449,0.96492576,9,2017-08,2018-08
1502,1f867308a0ce13133a4e639ff4de0c02,875.10,0.48529887,0.00006439,0.96499014,5,2017-09,2018-06
1503,cac63f48c38cd7d002a7e846dcd99a23,874.00,0.48562197,0.00006430,0.96505445,8,2017-11,2018-08
1504,efff9341f3f8f5237b44ff67ed36a7bf,872.99,0.48594507,0.00006423,0.96511868,2,2018-05,2018-08
1505,9c690ceacd5c66731bf443ea810195cb,871.80,0.48626817,0.00006414,0.96518282,7,2017-08,2018-08
1506,bf00385a5f7fc1ef39a13c2e9ee50a5f,870.30,0.48659128,0.00006403,0.96524685,2,2018-07,2018-08
1507,eddd1991bd6d9309995a480c39b95137,866.00,0.48691438,0.00006372,0.96531057,2,2017-10,2017-11
1508,557f22c76691849db52d2abccf0015d0,865.86,0.48723748,0.00006371,0.96537427,4,2017-05,2017-09
1509,400f221ab83037c0ea78f1267da9624d,865.00,0.48756058,0.00006364,0.96543791,1,2017-10,2017-10
1510,ab3e0c171fe84a7ba7de130f19cfb485,863.42,0.48788368,0.00006353,0.96550144,5,2017-04,2018-04
1511,a67780aba9dd436e7ac0aa1f889e73ec,863.00,0.48820679,0.00006349,0.96556493,5,2017-11,2018-08
1512,41da412d33e8da4f22baf55cb1bde82c,862.90,0.48852989,0.00006349,0.96562842,6,2018-01,2018-06
1513,20cb7c2fde3e5bf10f0bbe7394e1c6a9,861.90,0.48885299,0.00006341,0.96569184,14,2017-03,2018-08
1514,6a8a889bde935bafa76d7848782dfaf9,860.82,0.48917609,0.00006333,0.96575517,4,2018-03,2018-06
1515,c4fabeea6e569d42d02993bb1f4f1cbc,859.30,0.48949919,0.00006322,0.96581839,7,2018-01,2018-08
1516,2c43fb513632d29b3b58df74816f1b06,858.00,0.48982229,0.00006313,0.96588152,2,2018-06,2018-07
1517,e8dba4d70f7f2b20e775d09cae01142d,855.91,0.49014540,0.00006297,0.96594449,4,2018-05,2018-08
1518,0aa124728afc1131dff5655f4c6f487b,850.92,0.49046850,0.00006261,0.96600710,2,2018-07,2018-08
1519,f783a638e9c6af4a7d0dbfde811e7a81,849.80,0.49079160,0.00006252,0.96606962,3,2018-02,2018-04
1520,1099a00e0ee3a50935e6c2447ca090c5,849.70,0.49111470,0.00006252,0.96613214,3,2017-11,2018-01
1521,010da0602d7774602cd1b3f5fb7b709e,849.50,0.49143780,0.00006250,0.96619464,1,2018-06,2018-06
1522,4221a7df464f1fe2955934e30ff3a5a1,849.50,0.49176090,0.00006250,0.96625714,3,2018-06,2018-08
1523,a0d7fbb07bb5ebc3b05980e750db56f3,848.99,0.49208401,0.00006246,0.96631961,2,2018-05,2018-08
1524,3dbbce181edfaa4a597ec858c382d2ec,848.30,0.49240711,0.00006241,0.96638202,7,2017-04,2017-12
1525,fe1b067411b8c5066e962aa146ccee03,847.78,0.49273021,0.00006238,0.96644440,2,2018-07,2018-08
1526,113e3a788b935f48aad63e1c41dac1bd,847.35,0.49305331,0.00006234,0.96650674,11,2017-07,2018-08
1527,2dd1fb6f0e42a2243b8a01e40cd41216,845.89,0.49337641,0.00006224,0.96656898,2,2017-02,2017-04
1528,2b03ac196f5ed62ac483960fe0fa3b65,843.10,0.49369952,0.00006203,0.96663101,4,2017-11,2018-05
1529,ddd51ae8cda92f3995a51fc0f0f3eec7,842.70,0.49402262,0.00006200,0.96669301,5,2017-01,2018-01
1530,0791d9fc1e30678ecf03d3e55fa108d3,842.00,0.49434572,0.00006195,0.96675496,3,2018-05,2018-07
1531,a1544b9ea0b2390e020537d4daa89049,841.20,0.49466882,0.00006189,0.96681685,8,2017-02,2018-08
1532,a3b42d266fa8afc874b909422ce88582,839.40,0.49499192,0.00006176,0.96687861,1,2018-07,2018-07
1533,c37b2059d4f90d4feead554e5246565e,839.30,0.49531502,0.00006175,0.96694036,7,2017-11,2018-07
1534,6e4f5ff6b086632ba8dcb558fb10249e,838.90,0.49563813,0.00006172,0.96700208,5,2018-02,2018-07
1535,82cb9f452fe8334df74b22d37824b431,838.20,0.49596123,0.00006167,0.96706375,5,2018-04,2018-08
1536,eba88037e1dca898cd02881f67ced679,838.10,0.49628433,0.00006166,0.96712541,5,2017-04,2018-03
1537,b81e3a6c866a764974fe849821abeebd,836.15,0.49660743,0.00006152,0.96718693,2,2018-07,2018-08
1538,28f10b1c5e5abb9d4857745bede6147c,835.00,0.49693053,0.00006143,0.96724837,5,2018-04,2018-08
1539,297d5eccd19fa9a83b2630071ff105e4,834.97,0.49725363,0.00006143,0.96730980,2,2018-07,2018-08
1540,1bb3812d5f0747a3ab7348f199001a10,834.40,0.49757674,0.00006139,0.96737119,6,2017-11,2018-08
1541,91543f9849d68d023e17194926598543,834.00,0.49789984,0.00006136,0.96743255,3,2017-08,2018-02
1542,c00396cbdd2e088fe4281baa5920aef1,832.41,0.49822294,0.00006124,0.96749380,1,2018-04,2018-04
1543,a2deecd5398f5df4987110c80a1972a3,827.43,0.49854604,0.00006088,0.96755467,5,2018-04,2018-08
1544,8602a61d680a10a82cceeeda0d99ea3d,826.99,0.49886914,0.00006085,0.96761552,11,2017-08,2018-08
1545,1cd9e0cc1839d55516843def5600816d,825.00,0.49919225,0.00006070,0.96767622,3,2018-06,2018-08
1546,340636a908b13bbe0f4fb63fbe1d0c03,823.20,0.49951535,0.00006057,0.96773678,3,2018-02,2018-05
1547,51e4e89242cbb846c2deff3dc015650e,822.58,0.49983845,0.00006052,0.96779731,5,2018-04,2018-08
1548,10076e5788b8ee532724bcd460baf762,821.48,0.50016155,0.00006044,0.96785775,11,2017-05,2018-07
1549,28ea411b354f14b1a494be4e79f0ce02,820.00,0.50048465,0.00006033,0.96791808,5,2017-02,2018-01
1550,0aa2205ca24f113f4658a5c536667426,815.62,0.50080775,0.00006001,0.96797809,3,2018-04,2018-08
1551,63a79f5a7eb5cb48a7e5787b141c7993,815.10,0.50113086,0.00005997,0.96803806,4,2018-04,2018-07
1552,daf565f087a52def0fd5c5825b3661bc,813.90,0.50145396,0.00005988,0.96809794,3,2018-06,2018-08
1553,dc64d75cc406bb0697be983831430e60,813.00,0.50177706,0.00005982,0.96815775,3,2018-05,2018-08
1554,a1bea7061f61f6fdd9a85a6325ba1033,810.95,0.50210016,0.00005967,0.96821742,3,2018-06,2018-08
1555,5996cddab893a4652a15592fb58ab8db,810.00,0.50242326,0.00005960,0.96827702,1,2018-07,2018-07
1556,17adeba047385fb0c67d8e90b4296d21,809.70,0.50274637,0.00005957,0.96833659,1,2017-03,2017-03
1557,bd4431c1a8dfa744b59e1e2a8bc99b9e,809.50,0.50306947,0.00005956,0.96839615,3,2018-04,2018-08
1558,14ee35374a7876217954b5fa08e50463,809.00,0.50339257,0.00005952,0.96845567,3,2017-10,2018-01
1559,ba5daa4041e1f15cdf34b76e3e18a450,806.80,0.50371567,0.00005936,0.96851503,7,2018-02,2018-08
1560,caa9bc43a9fe8cf9c564ddd8a03cc4a6,803.87,0.50403877,0.00005914,0.96857417,4,2018-04,2018-08
1561,a72c2f59332659e361d647515c698798,802.90,0.50436187,0.00005907,0.96863325,4,2018-01,2018-07
1562,11eac105f3f90a9b87b19c89d91e24f3,802.89,0.50468498,0.00005907,0.96869232,3,2017-05,2017-07
1563,ba6b4a237f92479743cf0ca06b67a9ac,801.89,0.50500808,0.00005900,0.96875132,5,2018-01,2018-08
1564,253f95b3a0e6983ae18aed49fbc2b845,799.50,0.50533118,0.00005882,0.96881014,3,2018-03,2018-06
1565,7a91bf945c6fae0779f1c61ce97fe45c,799.50,0.50565428,0.00005882,0.96886896,4,2017-07,2017-11
1566,9c7fd21e0aa159b20da593371f08ff7c,798.30,0.50597738,0.00005873,0.96892770,4,2018-03,2018-08
1567,13511db12ac61e2f89c53b72a944a60b,798.00,0.50630048,0.00005871,0.96898641,5,2018-04,2018-08
1568,a247197e2e9c19a6a53a6888cb8b660f,798.00,0.50662359,0.00005871,0.96904512,1,2017-12,2017-12
1569,365e4bce19bda0082c3d15d83fdb8bcd,796.40,0.50694669,0.00005859,0.96910372,5,2018-01,2018-06
1570,5a05a16bb50629ee31afab8a6d4c2674,794.30,0.50726979,0.00005844,0.96916216,5,2018-03,2018-07
1571,e3a386fc36e22064434e1fa256f6a9fa,793.90,0.50759289,0.00005841,0.96922057,6,2018-01,2018-08
1572,0d4c8269e7f0401201794deef160edd6,792.64,0.50791599,0.00005832,0.96927889,2,2017-10,2017-11
1573,52956b80ae65fda598f06f6b9943e7a9,792.00,0.50823910,0.00005827,0.96933716,1,2018-05,2018-05
1574,5962468f885ea01a1b6a97a218797b0a,791.00,0.50856220,0.00005820,0.96939536,5,2017-07,2017-12
1575,3d5d0dc7073a299e31fa718ce1bc00b6,790.70,0.50888530,0.00005818,0.96945353,3,2018-06,2018-08
1576,134b867a0f7f8bbe6abf10f91874891e,789.89,0.50920840,0.00005812,0.96951165,1,2018-04,2018-04
1577,f9eedec3129e8cc6b6429c42d0808c5b,789.80,0.50953150,0.00005811,0.96956976,1,2018-07,2018-07
1578,ac6417315ae5da8f9a38ee11de6f7780,788.90,0.50985460,0.00005804,0.96962780,6,2017-04,2018-04
1579,2305ab43e846518f58dd9d59f3f54e96,788.89,0.51017771,0.00005804,0.96968584,3,2018-04,2018-06
1580,4c61e37f664c3c88aff092aa5ac779d7,788.31,0.51050081,0.00005800,0.96974384,2,2018-03,2018-04
1581,3492e68f37fd1df87f4f2f2ea247f445,787.86,0.51082391,0.00005797,0.96980181,3,2018-05,2018-08
1582,da03c298e3999e9d828591fc2179d109,787.70,0.51114701,0.00005795,0.96985976,2,2017-12,2018-02
1583,1cbd50a8c52e6cf8e315c5709fab386f,785.97,0.51147011,0.00005783,0.96991759,5,2018-01,2018-07
1584,9d681c7e12db302cb261e721040dde65,785.60,0.51179321,0.00005780,0.96997539,4,2018-05,2018-08
1585,9535a841eecebed61a9fb1ac1cbb5597,784.90,0.51211632,0.00005775,0.97003314,2,2017-01,2017-02
1586,de09d00cfc265b8804c7df34075a68fa,784.00,0.51243942,0.00005768,0.97009082,3,2017-10,2018-05
1587,5f06030071324cc52bf0304014ac7234,783.96,0.51276252,0.00005768,0.97014850,1,2017-08,2017-08
1588,d4f117125b59ce73c3302f88ee40c458,783.29,0.51308562,0.00005763,0.97020613,9,2017-12,2018-08
1589,ef30892870c278497523264be1be2241,783.20,0.51340872,0.00005762,0.97026376,2,2017-12,2018-01
1590,52a52b9f656520e99716f5bc40f661c8,783.10,0.51373183,0.00005762,0.97032137,4,2018-04,2018-07
1591,41c2bad7229b0c25e6becf179ebf63ff,782.00,0.51405493,0.00005754,0.97037891,4,2017-11,2018-07
1592,11742f81550ac064cc9a40f67151d9ad,781.90,0.51437803,0.00005753,0.97043644,1,2018-08,2018-08
1593,70bf57d811208f8923b41bbd499a67a4,780.80,0.51470113,0.00005745,0.97049388,3,2018-06,2018-08
1594,e560e4022d8f7aebf155db95946c5c0f,780.00,0.51502423,0.00005739,0.97055127,2,2018-06,2018-07
1595,cb6c9f5888a7a090c75beaf615925792,779.89,0.51534733,0.00005738,0.97060865,5,2018-04,2018-08
1596,6524b847b982cd56bb5d4b02b776ee42,779.80,0.51567044,0.00005737,0.97066602,1,2018-02,2018-02
1597,4deebb3199eeafb282ae33229144f94b,779.70,0.51599354,0.00005737,0.97072339,3,2018-01,2018-07
1598,5a413ade68e8f8d93071a7f52a64cb9e,778.90,0.51631664,0.00005731,0.97078070,1,2018-08,2018-08
1599,d66c11a9572221d92fbb8c4897db5f9b,776.56,0.51663974,0.00005714,0.97083783,3,2018-06,2018-08
1600,71271995e85f5b8530be99ed54a91b89,776.00,0.51696284,0.00005709,0.97089493,7,2017-11,2018-07
1601,74636e24f01da9268b0ed88dacd8513e,776.00,0.51728595,0.00005709,0.97095202,3,2018-04,2018-08
1602,5c3460cd3e8a984382ae254e7dd20d9f,775.76,0.51760905,0.00005708,0.97100910,6,2018-02,2018-08
1603,d9442042130b7fe579d1295f9f4a248f,772.16,0.51793215,0.00005681,0.97106591,6,2017-04,2017-09
1604,25be943a321c8938947bdaabca979a90,769.00,0.51825525,0.00005658,0.97112249,5,2018-05,2018-09
1605,0ff83046c3fa22efee8ecf291888b191,768.90,0.51857835,0.00005657,0.97117906,7,2017-04,2018-04
1606,4a1917ef994878940e1fb03eeb787ad7,768.00,0.51890145,0.00005651,0.97123556,2,2018-06,2018-07
1607,562f8cfc51f265411f487d07e9c40e7f,766.92,0.51922456,0.00005643,0.97129199,8,2017-10,2018-05
1608,80f2cf9abf6b5a0e5c612b5eea6646e6,766.08,0.51954766,0.00005636,0.97134835,3,2018-04,2018-07
1609,6f83d9e4da896daae20b9b6b2d3ff8d2,765.19,0.51987076,0.00005630,0.97140465,5,2018-03,2018-07
1610,0b36063d5818f81ccb94b54adfaebbf5,765.00,0.52019386,0.00005628,0.97146094,1,2017-01,2017-01
1611,5acd070dd3fe441bbb2ec1f1ede515ee,764.17,0.52051696,0.00005622,0.97151716,4,2017-11,2018-02
1612,2063dd1b9f568df1c16741ea7d3e6adb,763.10,0.52084006,0.00005614,0.97157331,3,2017-03,2017-11
1613,39c763cca83e654764b7a4a650fb9b7c,761.00,0.52116317,0.00005599,0.97162930,6,2017-09,2018-07
1614,a56e351445e5863fc8960640ba9190c7,760.92,0.52148627,0.00005598,0.97168528,1,2018-04,2018-04
1615,ca77545ca4d2dfd1431bf61334e2fa3c,760.00,0.52180937,0.00005592,0.97174120,4,2018-01,2018-04
1616,ac51cac5e20d69ff485a54746488ef48,759.90,0.52213247,0.00005591,0.97179711,1,2018-01,2018-01
1617,7c51de0ab286204ce75ff42bf7c10d92,759.00,0.52245557,0.00005584,0.97185295,2,2018-07,2018-08
1618,458c6fa920810ce2492da71bc26d9eec,756.76,0.52277868,0.00005568,0.97190863,1,2017-12,2017-12
1619,312ba1d77e9c332ef21f9598b7f64cd7,756.00,0.52310178,0.00005562,0.97196425,5,2018-01,2018-07
1620,cf654707ed6a99f112c7ec3d6f314b8b,756.00,0.52342488,0.00005562,0.97201987,3,2018-05,2018-08
1621,21c62b998a043ebe31161d38f84929fc,750.49,0.52374798,0.00005522,0.97207509,2,2018-07,2018-08
1622,61c36f0fc4a47f9532e5512b66668e62,750.00,0.52407108,0.00005518,0.97213027,1,2018-03,2018-03
1623,9dc79dd988ac42f4d56c340d7048420a,749.60,0.52439418,0.00005515,0.97218542,1,2018-08,2018-08
1624,87d3c3aeb3ead335511b3ce315eb341e,749.35,0.52471729,0.00005513,0.97224055,3,2018-06,2018-08
1625,fd435faa3c0422b60440ea3480d0e77c,749.00,0.52504039,0.00005511,0.97229566,1,2018-08,2018-08
1626,191d55f7edb8524d525ed01b20fe32e8,747.00,0.52536349,0.00005496,0.97235062,3,2017-11,2018-01
1627,8d46553a36e68f95350a200c12f8f2e2,746.60,0.52568659,0.00005493,0.97240555,4,2017-08,2018-03
1628,c89cf7c468a48af70aada384e722f9e2,745.00,0.52600969,0.00005481,0.97246037,8,2017-06,2018-08
1629,ba6ce6de456f6c11d08c17701ba5c26f,744.35,0.52633279,0.00005477,0.97251513,6,2018-02,2018-07
1630,e8a85b5f3df47be0984c55fd4064dbb4,743.00,0.52665590,0.00005467,0.97256980,6,2018-02,2018-08
1631,6e864f5c4669eff3d98140a07cc50202,740.59,0.52697900,0.00005449,0.97262429,7,2017-08,2018-05
1632,2ba91c7ad80ff88b23b7db823b43c233,740.40,0.52730210,0.00005447,0.97267876,4,2018-04,2018-08
1633,5bba18b40e8c973b0f32e748004775b0,739.98,0.52762520,0.00005444,0.97273320,1,2016-10,2016-10
1634,c522be04e020c1e7b79f3acff36513d5,739.93,0.52794830,0.00005444,0.97278764,5,2018-04,2018-08
1635,8a40ae794fa3f9892cee24bd5af0488b,739.85,0.52827141,0.00005443,0.97284208,5,2017-06,2018-06
1636,ba6b68b55fe8704377a7d43c8e5c0185,739.77,0.52859451,0.00005443,0.97289651,2,2017-05,2017-06
1637,6bb62a4912377c7bfe7cb17b406bc7e6,739.52,0.52891761,0.00005441,0.97295092,2,2018-07,2018-08
1638,8c91bfea4263b8fba54081460693e2a1,739.00,0.52924071,0.00005437,0.97300529,1,2017-02,2017-02
1639,e73bf2cea7fe4b0b4d287a7568ed1099,737.70,0.52956381,0.00005428,0.97305956,2,2018-07,2018-08
1640,89dda63a3c907c468ec88c310ed91213,734.99,0.52988691,0.00005408,0.97311364,1,2018-04,2018-04
1641,4200ddf1967c5e41e48db62bc6d4b5ac,734.80,0.53021002,0.00005406,0.97316770,9,2017-08,2018-04
1642,56db5c0782e8f7ddc9343f9576ff6d16,734.80,0.53053312,0.00005406,0.97322177,2,2017-01,2018-08
1643,6e1862e15f33d9994bc25922a85e1efc,732.49,0.53085622,0.00005389,0.97327566,3,2018-06,2018-08
1644,808d4348b916efa08e766ebad39f61eb,731.10,0.53117932,0.00005379,0.97332945,2,2018-07,2018-08
1645,33cbbec1e7e1044aaf11d152172c776f,730.67,0.53150242,0.00005376,0.97338321,5,2018-04,2018-08
1646,da4d149c0ddbac90557103ac0a0ec356,730.00,0.53182553,0.00005371,0.97343692,1,2018-08,2018-08
1647,014d9a685fd57276679edd00e07089e5,729.88,0.53214863,0.00005370,0.97349062,5,2017-11,2018-08
1648,7210cd29727d674c00741e5e387b3ccd,729.09,0.53247173,0.00005364,0.97354426,3,2018-06,2018-08
1649,da6a60cc8cc724fe51be021ff8be779c,728.79,0.53279483,0.00005362,0.97359788,4,2018-05,2018-08
1650,aac51c486b672a9850d59f3e84b1cf88,728.28,0.53311793,0.00005358,0.97365146,1,2018-08,2018-08
1651,8132b9bd16876e1b0f8808d43825dd48,727.90,0.53344103,0.00005355,0.97370502,2,2017-05,2017-07
1652,f19516b9ff26bfeb091b30108db4ddbd,727.60,0.53376414,0.00005353,0.97375855,4,2017-08,2017-11
1653,d29ba1220fb8634fa3a107e54497b8a4,724.94,0.53408724,0.00005334,0.97381189,4,2018-04,2018-08
1654,fe1bbc5feda5c8979a8a1b3b2512d5a6,724.72,0.53441034,0.00005332,0.97386521,5,2017-02,2017-07
1655,6d22a1fcebb6dd08c9cd90b92a93e8d0,723.70,0.53473344,0.00005325,0.97391846,6,2017-08,2018-01
1656,d9e7e7778b32987280a6f2cb9a39c57d,722.50,0.53505654,0.00005316,0.97397161,4,2018-01,2018-06
1657,07d75e33f2750d97d467fb57e4dfdd8a,722.40,0.53537964,0.00005315,0.97402476,2,2018-03,2018-05
1658,c8cc60ffd415254af5d9b9f34f32c369,722.20,0.53570275,0.00005314,0.97407790,3,2018-06,2018-08
1659,b16d3dadc47d4eb18be3d88bad0775ce,722.10,0.53602585,0.00005313,0.97413103,4,2018-05,2018-08
1660,94231344608e603693b0a8891143f65d,722.00,0.53634895,0.00005312,0.97418415,3,2018-05,2018-08
1661,d79e8478eed9999493990b44955fb22e,721.89,0.53667205,0.00005311,0.97423726,3,2018-06,2018-08
1662,68ca56ce86830f3d31b1b7ec6a54da3e,719.59,0.53699515,0.00005294,0.97429021,2,2018-07,2018-08
1663,07de60b03d150fb3ea09eab5da5e4c8b,719.10,0.53731826,0.00005291,0.97434311,5,2018-01,2018-08
1664,75a4764c108403a7a0575140cb22287c,716.90,0.53764136,0.00005275,0.97439586,3,2017-12,2018-04
1665,d558ebe531605a1285ab2b1bc3256dfb,709.00,0.53796446,0.00005216,0.97444802,3,2018-03,2018-06
1666,024b564ae893ce8e9bfa02c10a401ece,706.40,0.53828756,0.00005197,0.97450000,2,2016-10,2017-02
1667,e21a1e8be4715b0fcfd5385643bc49c4,703.60,0.53861066,0.00005177,0.97455176,10,2017-04,2018-02
1668,18e694e0e48ed6f7aa3f24aade5fd697,701.54,0.53893376,0.00005162,0.97460338,3,2018-06,2018-08
1669,39d61be7a92eb77b7da367bd4845bc0e,700.59,0.53925687,0.00005155,0.97465492,5,2018-03,2018-08
1670,3ef37b7ca6dd2b80bd8af81a62504996,700.00,0.53957997,0.00005150,0.97470643,2,2017-03,2017-09
1671,328acb143b4a73aad6bee8e734f5d20d,699.98,0.53990307,0.00005150,0.97475793,1,2017-02,2017-02
1672,1b4b28463457a256e9a784ebe2a8f630,699.42,0.54022617,0.00005146,0.97480939,1,2018-08,2018-08
1673,59cea8e446d3834393058e7e0666b6fb,696.60,0.54054927,0.00005125,0.97486064,3,2018-06,2018-08
1674,c7fdb77fdbff3c41981bc52f787e959e,696.32,0.54087237,0.00005123,0.97491187,6,2018-01,2018-07
1675,0d83f8e03188682112cc0d93523705cc,696.26,0.54119548,0.00005123,0.97496310,3,2017-11,2018-01
1676,1352e06ae67b410cdae0b2a22361167b,696.00,0.54151858,0.00005121,0.97501431,2,2017-04,2017-06
1677,fac35d150712afb921ec59ac5f39bb11,696.00,0.54184168,0.00005121,0.97506551,4,2018-02,2018-07
1678,83d7070a0b9a8b4625fa8682b819fabb,694.77,0.54216478,0.00005112,0.97511663,2,2018-03,2018-04
1679,73b8eb4a9a729d4019b24ed1be748cbf,692.41,0.54248788,0.00005094,0.97516757,3,2018-06,2018-08
1680,b4b447d715f9ab302a188fb43d3e96b3,685.93,0.54281099,0.00005047,0.97521804,2,2018-07,2018-08
1681,b2c97074649f92197d9387d9033dda5f,684.71,0.54313409,0.00005038,0.97526842,5,2018-04,2018-08
1682,4e6015589b781adaa5ce7f1892d06bb1,684.00,0.54345719,0.00005033,0.97531874,2,2017-10,2018-01
1683,2fb25ab44bdbeae6a4d816e0d0c9d500,683.08,0.54378029,0.00005026,0.97536900,3,2017-08,2018-06
1684,9aa388272ee334b6ae07bc73706e254a,678.00,0.54410339,0.00004988,0.97541888,4,2018-03,2018-08
1685,d9cd369bffa979d1634f8e1318bf2f1b,678.00,0.54442649,0.00004988,0.97546877,3,2018-05,2018-08
1686,89a51f50b8095ea78d5768f34c13a76f,677.16,0.54474960,0.00004982,0.97551859,4,2018-04,2018-07
1687,a513150f33f99a06569e9cd5c4bb889b,677.00,0.54507270,0.00004981,0.97556840,2,2017-11,2017-12
1688,6861de0f40cacb0602e473c51639f980,674.00,0.54539580,0.00004959,0.97561799,4,2017-11,2018-07
1689,c6218512d16fcac0af02fe92691cf274,674.00,0.54571890,0.00004959,0.97566758,3,2017-04,2017-06
1690,8c0de775f52fe41590b376a3b7c50f68,672.70,0.54604200,0.00004949,0.97571707,4,2018-03,2018-07
1691,7354220fb240bde543b3c40c060d41e7,672.00,0.54636511,0.00004944,0.97576651,4,2018-01,2018-07
1692,e4ebd3f87bf70440014f07ddda7fbe03,671.50,0.54668821,0.00004941,0.97581592,4,2017-12,2018-03
1693,0a85ebe4e328db81ac9109781205e2f7,667.90,0.54701131,0.00004914,0.97586506,3,2018-05,2018-08
1694,6824a69c9ea0313eba299dd4a2dba09a,666.90,0.54733441,0.00004907,0.97591413,2,2018-07,2018-08
1695,7bcd7c5f8631701474db233ccf1c094b,666.00,0.54765751,0.00004900,0.97596313,4,2017-04,2017-08
1696,5f7300535881cef3b625fd683cf7d145,665.98,0.54798061,0.00004900,0.97601213,5,2017-10,2018-07
1697,55c26bcb609f480eb7868594245febb5,664.40,0.54830372,0.00004888,0.97606101,3,2018-04,2018-08
1698,bdae679a9b282249bc23b9b69dae9a99,663.15,0.54862682,0.00004879,0.97610980,5,2018-02,2018-08
1699,1430239a858e7682bbc43b20758af153,660.79,0.54894992,0.00004862,0.97615842,8,2017-08,2018-08
1700,49383af7ab774e4e8f3000f49c83dc4b,660.00,0.54927302,0.00004856,0.97620698,5,2018-04,2018-08
1701,299c89a525fee36c567f4fe72f038100,658.00,0.54959612,0.00004841,0.97625539,2,2018-07,2018-08
1702,525e75a6fb1454a2325ab1734bcec221,657.07,0.54991922,0.00004834,0.97630373,5,2017-04,2017-10
1703,b0398568231ba5e6734af1881671a317,656.77,0.55024233,0.00004832,0.97635206,2,2018-03,2018-04
1704,c447f8dd3ed213f291d65ef074a268eb,655.00,0.55056543,0.00004819,0.97640025,4,2017-02,2017-06
1705,b7cc6c5e001441ae8cdd5c69a480cbe4,651.80,0.55088853,0.00004796,0.97644820,5,2017-02,2018-01
1706,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,651.04,0.55121163,0.00004790,0.97649610,3,2018-06,2018-08
1707,5d043cd5512d4bd2f88e5ccdd5736c38,650.00,0.55153473,0.00004782,0.97654393,1,2017-03,2017-03
1708,43402bdf22aa2310e8f99e2f94f78628,649.95,0.55185784,0.00004782,0.97659175,2,2018-05,2018-06
1709,f435898e493ba0356019a0b1cb8b55b1,649.76,0.55218094,0.00004781,0.97663955,6,2017-02,2018-05
1710,236585a4ddb5fea9fa40233e2249ed91,649.53,0.55250404,0.00004779,0.97668734,5,2017-11,2018-08
1711,9cad4b68bb993ee401a3c5aaa2bc26dd,649.30,0.55282714,0.00004777,0.97673511,5,2018-01,2018-07
1712,54aa8463e87776b5612f4bdc4bd5d4de,649.30,0.55315024,0.00004777,0.97678288,2,2016-10,2017-02
1713,95b293867b5862941c9cd74f756a3c68,648.10,0.55347334,0.00004768,0.97683057,3,2017-11,2018-02
1714,b26741d31a563d769b4af0465ab20c56,648.00,0.55379645,0.00004768,0.97687824,2,2018-02,2018-03
1715,72c38a04bd6a1c3dbc5298425a0db86d,647.30,0.55411955,0.00004762,0.97692587,3,2018-05,2018-07
1716,2aa3443d7bf9d9bb11133f420d75e083,647.00,0.55444265,0.00004760,0.97697347,5,2017-11,2018-08
1717,13f57c12a00ed4610db646b913a7f5c6,645.20,0.55476575,0.00004747,0.97702094,6,2017-09,2018-05
1718,8d899e15a5925f097cca50faa49b15e3,645.00,0.55508885,0.00004746,0.97706840,3,2018-05,2018-08
1719,ad273c9eb54ecb4532de4bf75bae9e4e,645.00,0.55541195,0.00004746,0.97711585,9,2017-03,2018-08
1720,f3295428338a40977a03f555246a70f4,644.98,0.55573506,0.00004745,0.97716331,5,2017-10,2018-02
1721,5882f40daf39bc2a465e0cb453ddc222,640.00,0.55605816,0.00004709,0.97721040,1,2017-10,2017-10
1722,bd1d49a326abfa9b1036772e40445430,637.70,0.55638126,0.00004692,0.97725731,6,2017-11,2018-06
1723,bc503e244f187939d10c92a5c8e378ce,637.67,0.55670436,0.00004692,0.97730423,6,2017-04,2018-02
1724,7b98de631987e26dd6d803490c43a13c,634.20,0.55702746,0.00004666,0.97735089,4,2018-05,2018-08
1725,385799a1cddbd26dfeb9157356a42282,633.93,0.55735057,0.00004664,0.97739753,5,2017-03,2017-09
1726,be8e909810184b9b19e886129149d8e5,629.85,0.55767367,0.00004634,0.97744387,7,2017-10,2018-05
1727,c33a5c3c983090c8b78a28e65052a20d,629.10,0.55799677,0.00004629,0.97749016,5,2018-01,2018-06
1728,685b870da5b52a710782c9c0fefbeb5b,627.00,0.55831987,0.00004613,0.97753629,2,2017-12,2018-03
1729,8759e7aedd644f487315e5860962f162,627.00,0.55864297,0.00004613,0.97758242,2,2017-11,2017-12
1730,0570350b23eda5444f8d1d9544932058,626.90,0.55896607,0.00004612,0.97762855,2,2018-04,2018-05
1731,d8cf3b6a2151949f930d0252b180ec42,623.70,0.55928918,0.00004589,0.97767443,3,2018-04,2018-06
1732,3969863bb8af7f72580b3b1ffd3a17b3,623.15,0.55961228,0.00004585,0.97772028,7,2017-11,2018-08
