purchase_month,category,gmv_proxy,orders,avg_review,late_rate,active_sellers,gmv_per_seller,gmv_share,gmv_growth
2017-04,stationery,4606.34,36,4.388888888888889,,12,383.8616666666667,0.0127979758575087,-0.21961095242451656
2017-04,tablets_printing_image,1112.88,9,4.0,,3,370.96000000000004,0.0030919583383563,1.2482424242424246
2017-04,telephony,7245.87,141,4.188811188811189,,20,362.2935,0.020131486022883,-0.10776685280844234
2017-04,toys,13039.43,103,4.216216216216216,,31,420.6267741935484,0.0362279619688679,0.04907369340768364
2017-04,unknown,8693.09,63,4.169014084507042,,34,255.67911764705883,0.024152354352295,0.294737845482018
2017-04,watches_gifts,23487.78,90,3.948453608247423,,12,1957.3149999999998,0.0652570243157207,-0.12262059783985146
2017-05,agro_industry_and_commerce,1579.94,4,4.75,,2,789.97,0.0031219721401224,18.269910964751798
2017-05,air_conditioning,1016.77,7,4.25,,7,145.25285714285715,0.0020091444060611,-0.6062434407469512
2017-05,art,6967.65,8,4.5,,5,1393.53,0.013768123588316,57.11217681401167
2017-05,arts_and_craftmanship,21.99,1,5.0,,1,21.99,4.345238892697971e-05,
2017-05,audio,2081.18,17,4.176470588235294,,7,297.31142857142856,0.0041124257747636,1.208851623859053
2017-05,auto,18640.03,106,4.008064516129032,,43,433.48906976744183,0.0368328255193528,0.19885684295965378
2017-05,baby,9849.51,102,4.132075471698113,,27,364.7966666666667,0.0194626984656742,1.4744714793553495
2017-05,bed_bath_table,33346.45,329,4.126038781163435,,35,952.7557142857142,0.0658928110383848,0.3695939943378612
2017-05,books_general_interest,1841.57,19,4.45,,6,306.92833333333334,0.003638954792008,0.9943793454482444
2017-05,books_technical,262.0,3,4.666666666666667,,2,131.0,0.0005177137743914,2.493333333333333
2017-05,cine_photo,59.0,1,5.0,,1,59.0,0.0001165843995767,-0.5
2017-05,computers_accessories,45634.78,260,4.261006289308176,,53,861.0335849056604,0.0901746343409347,1.2055312777595732
2017-05,consoles_games,2507.2,26,4.137931034482759,,13,192.86153846153846,0.0049542441799783,-0.33546786539725626
2017-05,construction_tools_construction,99.99,1,5.0,,1,99.99,0.0001975809171809,-0.8707137315748642
2017-05,cool_stuff,33696.47,236,4.176829268292683,,41,821.8651219512195,0.0665844529288905,0.5441456543097634
2017-05,costruction_tools_garden,1577.24,6,3.0,,3,525.7466666666667,0.0031166369218367,0.058401164936485506
2017-05,costruction_tools_tools,803.9,2,5.0,,2,401.95,0.0015885118444019,0.10274348422496571
2017-05,drinks,90.0,1,5.0,,1,90.0,0.0001778406095237,-0.5498424448556996
2017-05,dvds_blu_ray,89.6,4,4.75,,1,89.6,0.0001770502068147,-0.9375566241549934
2017-05,electronics,6709.11,62,3.791044776119403,,16,419.319375,0.0132572467973573,0.3912849630047446
2017-05,fashio_female_clothing,422.4,5,3.4,,3,140.79999999999998,0.0008346652606983,5.508474576271185
2017-05,fashion_bags_accessories,7498.67,97,4.078703703703703,,25,299.9468,0.0148174227046418,1.328924156779924
2017-05,fashion_childrens_clothes,110.0,1,5.0,,1,110.0,0.0002173607449735,
2017-05,fashion_male_clothing,608.9,3,2.5,,2,304.45,0.001203190523767,0.4612781684225682
2017-05,fashion_shoes,1669.54,22,4.2727272727272725,,4,417.385,0.0032990223469372,0.0937045528987881
2017-05,fashion_sport,124.84,3,5.0,,3,41.61333333333334,0.0002466846854772,-0.3421856886921699
2017-05,fashion_underwear_beach,283.5,6,4.285714285714286,,3,94.5,0.0005601979199999,1.86972365624051
2017-05,fixed_telephony,462.33,10,3.1,,5,92.466,0.0009135672111237,-0.8458041643181371
2017-05,food,387.9,3,3.333333333333333,,2,193.95,0.0007664930270475,-0.2104620394870752
2017-05,food_drink,416.29,12,4.352941176470588,,7,59.470000000000006,0.0008225918593184,7.690814196242172
2017-05,furniture_bedroom,2369.97,6,4.555555555555555,,4,592.4925,0.00468307677059,1.7591156747694883
2017-05,furniture_decor,24028.51,234,3.8846153846153846,,67,358.63447761194027,0.0474804984927613,0.10779367112301186
